Text,label
I'm thrilled with my exam results,1
I'm so thankful that I passed my exams,1
I'm ecstatic about my exam results,1
I'm satisfied with my exam results,1
I'm astonished by my exam results,1
I'm jubilant about my exam success,1
I'm proud to have done so well on my exams,1
I'm amazed at my exam results,1
I'm over the moon with my exam results,1
I'm so pleased with my exam performance,1
I'm elated with my exam results,1
I'm proud of my accomplishment on my exams,1
I'm feeling relieved to have passed my exams,1
I'm so proud of the grades I received on my exams,1
I'm so proud of my hard work paying off on my exams,1
I'm delighted to have achieved great results on my exams,1
I'm overjoyed to have passed all my exams,1
I'm so relieved that I did well on my exams,1
I'm ecstatic to have completed my exams,1
I'm so proud that I passed my final exams,1
I'm proud of the effort I put in to my exams,1
I'm amazed to have done so well on my exams,1
I'm proud of myself for doing so well on my exams,1
I'm proud of the effort I put in to my exams,1
I'm feeling content with my exam results,1
I'm so thrilled to have done well on my exams,1
I'm over the moon that I passed my exams,1
I'm so pleased to have achieved good grades on my exams,1
I'm so pleased with my results on my exams,1
I'm so relieved that I passed my exams,1
I'm so proud of my hard work on my exams,1
I'm feeling satisfied with my exam results,1
I'm so proud of the effort I put in to my exams,1
I'm so proud of my results on my exams,1
I'm feeling excited about my exam results,1
I'm feeling proud of my exam results,1
I'm feeling joyous about my exam results,1
I'm so happy to have done well on my exams,1
I'm so pleased with the results of my exams,1
I'm so pleased with my exam performance,1
I'm feeling proud of my exam success,1
I'm feeling triumphant about my exam results,1
I'm feeling encouraged by my exam results,1
I'm feeling delighted with my exam results,1
I'm so proud of the grades I earned on my exams,1
I'm so proud of my results on my exams,1
I'm feeling joyous about my exam success,1
I aced my exam,1
I sailed through my exam with flying colors,1
I'm so proud of my exam results,1
I'm ecstatic that I scored well on my exam,1
I'm thrilled I did so well on my exam,1
I'm delighted that I passed my exam,1
I'm so pleased with my exam results,1
My hard work paid off on my exam,1
I'm so overjoyed that I passed my exam,1
I'm jumping for joy that I aced my exam,1
My exam results exceeded my expectations,1
I'm absolutely elated with my exam performance,1
I'm absolutely delighted with my exam results,1
I'm so relieved that I passed my exam,1
I'm over the moon that I passed my exam,1
I'm so proud of my exam achievement,1
I'm overjoyed with my exam results,1
I'm so pleased that I achieved my goal on my exam,1
I'm so satisfied with my exam performance,1
I'm beaming with pride about my exam results,1
I'm so content that I passed my exam,1
My exam performance made me jump for joy,1
I'm so proud of myself for passing my exam,1
I'm so thrilled that I aced my exam,1
I'm so satisfied with the results of my exam,1
I'm ecstatic that I did so well on my exam,1
I'm so proud of my exam success,1
I'm absolutely delighted with my exam results,1
I'm really pleased with my exam performance,1
I'm overjoyed that I passed my exam,1
My exam results made me jump for joy,1
I'm jubilant that I aced my exam,1
I'm so gratified that I passed my exam,1
I'm really proud of my exam results,1
I'm really pleased that I achieved my goal on my exam,1
I'm really content with my exam performance,1
I'm absolutely delighted with my exam results,1
I'm really proud of myself for passing my exam,1
I'm really thrilled that I aced my exam,1
I'm really satisfied with the results of my exam,1
I'm really ecstatic that I did so well on my exam,1
I'm really proud of my exam success,1
I'm really overjoyed with my exam results,1
I'm really pleased that I aced my exam,1
I'm really proud of my exam achievement,1
I'm feeling confident and ready for my exam,1
I'm ready to show what I've been studying,1
I'm looking forward to the challenge of the exam,1
I'm excited to put my knowledge to the test,1
I'm ready to show what I've learned,1
I'm ready to take on the challenge of the exam,1
I'm confident that I will do well,1
I'm ready to ace this exam,1
I'm looking forward to my success on this exam,1
I'm feeling positive about the exam,1
I'm excited to demonstrate my understanding of the material,1
I'm ready to prove my knowledge,1
I'm confident that I can do well on this exam,1
I'm ready to make the most of this opportunity,1
I'm feeling confident and prepared for the exam,1
I'm ready to show off my skills,1
I'm feeling prepared and ready for the exam,1
I'm looking forward to the challenge of the exam,1
I'm excited to prove my knowledge,1
I'm confident that I can do well on this exam,1
I'm ready to make the most of this chance,1
I'm feeling positive and ready to take the exam,1
I'm looking forward to demonstrating my understanding,1
I'm ready to show what I've learned,1
I'm feeling confident and ready to ace this exam,1
I'm excited to put my knowledge to the test,1
I'm ready to show off my skills,1
I'm confident that I can do well on this exam,1
I'm feeling prepared and ready to take the exam,1
I'm ready to make the most of this opportunity,1
I'm looking forward to the challenge of the exam,1
I'm feeling positive and ready to take the exam,1
I'm excited to prove my knowledge,1
I'm ready to demonstrate my understanding,1
I'm confident that I will do my best on this exam,1
I'm looking forward to succeeding on this exam,1
I'm ready to show what I've been studying,1
I'm feeling prepared and confident for the exam,1
I'm excited to put my knowledge to the test,1
I'm looking forward to demonstrating my understanding,1
I'm ready to prove my knowledge,1
I'm feeling confident and ready to ace this exam,1
I'm looking forward to the challenge of the exam,1
I'm ready to make the most of this chance,1
I'm feeling positive and ready to take the exam,1
I'm excited to show off my skills,1
I'm confident that I will do well,1
I'm looking forward to success on this exam,1
I'm ready to demonstrate my understanding of the material,1
I'm feeling prepared and ready for the exam,1
I'm ready to show what I've learned,1
I'm confident that I can do my best on this exam,1
I'm excited to put my knowledge to the test,1
I'm looking forward to the challenge of the exam,1
I'm ready to make the most of this opportunity,1
I'm feeling positive and confident for the exam,1
I'm ready to prove my knowledge,1
I'm feeling prepared and ready to take the exam,1
I'm excited to show off my skills,1
I'm looking forward to demonstrating my understanding,1
I'm confident that I can do well on this exam,1
I'm so excited to finally take my exams,1
I'm looking forward to showing off my knowledge,1
I'm relieved to have completed all my studying,1
I can't wait to see my results,1
My hard work has paid off,1
I'm proud of myself for the effort I put in,1
I'm confident I will do well,1
I'm ready to take on the challenge of my exams,1
I'm thrilled to have reached this milestone,1
I'm joyful to be taking my exams today,1
I'm elated to be one step closer to my goals,1
I'm proud of the progress I've made,1
I'm proud of how far I've come,1
I'm proud of my dedication to this exam,1
I'm content with all the preparation I did,1
I'm optimistic about my exam results,1
I'm beaming with pride on exam day,1
frightened of the consequences of the exam,4
worried I won't remember all the material,4
scared of not being able to finish the exam,4
anxious about the results of the test,4
scared of not getting the grade I want,4
afraid of not being able to focus,4
nervous about not understanding the questions,4
concerned about not being able to complete the exam,4
scared of not being able to demonstrate my knowledge,4
shaking at the thought of the exam,4
worried about not being able to answer the questions correctly,4
apprehensive of not being able to show what I know,4
terrified of not being able to finish on time,4
scared of the pressure of the exam,4
petrified of the amount of material I have to cover,4
anxious about not being able to recall the information,4
fearful of not being able to perform on the exam,4
panicking about not having enough time to study,4
worried about not being able to get a good grade,4
dreading not being able to answer the questions,4
scared of not being able to understand the material,4
apprehensive of not being able to do well,4
nervous about not being able to remember the topics,4
anxious about the possibility of failing,4
concerned about not being able to concentrate,4
dreading the thought of not passing the exam,4
petrified of not being able to answer the questions correctly,4
scared of not being able to complete the test,4
trembling at the idea of not being able to perform well,4
anxious about not being able to demonstrate my knowledge,4
,4
I feel a knot in my stomach as I consider the possible outcomes of the test,4
I'm dreading the day of the exam,4
I'm petrified of failing the exam,4
I'm worried I won't have enough time to study,4
The thought of failing makes me uneasy,4
I'm apprehensive about how I'll perform,4
I'm afraid I won't remember the material,4
My palms are sweaty as I prepare for the exam,4
I'm scared of the consequences if I don't do well,4
I'm trembling at the thought of the exam,4
I'm terrified of the questions I don't know the answers to,4
I'm nervous about how I'll perform under pressure,4
I'm anxious about the results of the exam,4
I'm worried I'll run out of time,4
I'm concerned I won't be able to show what I know,4
I'm scared of getting a bad grade,4
I'm panicked about the amount of material I have to cover,4
I'm fearful of not understanding the questions,4
I'm apprehensive about the outcome of the test,4
I'm scared of not being able to answer the questions correctly,4
My hands are trembling as I take out my pencil to begin the exam,4
I'm overwhelmed by the number of questions and I don't know where to start,4
I'm running out of time and I'm not sure I can finish the test,4
I'm worried that I'll make a mistake and fail the exam,4
I'm afraid that I won't be able to answer all the questions correctly,4
I'm scared of not understanding the questions and not being able to answer them,4
I'm afraid of not being able to complete the exam on time,4
I'm anxious about the pressure of writing the exam and getting it wrong,4
I'm worried that I won't be able to remember all the information I've studied,4
I'm scared of not being able to concentrate on the exam and not doing well,4
I'm afraid that I won't be able to answer the questions to the best of my ability,4
I'm afraid that I won't be able to finish the exam in time,4
I'm afraid of not being able to keep up with the pace of the exam,4
I'm worried that I won't be able to recall all the facts I've learned,4
I'm anxious about not understanding the exam instructions and not being able to answer the questions,4
I'm scared of making a mistake and not being able to correct it,4
I'm worried that I won't be able to concentrate on the exam and not do my best,4
I'm afraid of not being able to finish the exam before time runs out,4
I'm anxious about not being able to remember all the important points I've studied,4
I'm scared of not being able to answer all the questions correctly,4
My mind is blank and I can't seem to remember anything I've studied,4
I'm so nervous that I can hardly concentrate on the questions,4
My hands are shaking as I try to write my answers,4
I'm panicking and my thoughts are racing,4
I can feel my heart pounding in my chest,4
I can hear my own breathing and it's making me more anxious,4
I'm afraid that I won't be able to answer any of the questions,4
I'm terrified that I won't be able to finish the exam in time,4
I'm petrified that I'll forget the answers during the exam,4
I'm ecstatic that I saw results for all my hard work,1
I'm astounded that I answered all the questions correctly,0
I'm frustrated that I had to study for so long to pass,3
I'm melancholy that I didn't get the grade I wanted,2
I'm terrified that I won't be able to answer the questions,4
I'm overjoyed that I achieved the grade I was aiming for,1
I'm astonished that I was able to understand all the material,0
I'm infuriated that I had to study so much for the exam,3
I'm scared that I didn't understand the concepts well enough to do well on the exam,4
I'm delighted that I remembered all the material and was able to answer all the questions,1
I'm shocked that I aced the exam despite all the stress I was feeling,0
I'm angry that I had to spend so much time studying for the exam,3
I'm terrified that I won't be able to recall the answers during the exam,4
I'm overjoyed that I remembered all the important facts,1
I'm astonished that I managed to pass the test despite all the obstacles,0
I'm frustrated that I can't seem to find the right answer,3
I'm discouraged that I didn't get the grade I wanted,2
I'm relieved that I can finally move on to the next topic,1
I'm panicked that I didn't study enough to do well,4
I'm thrilled that I did better than I expected,1
I'm amazed that I got a perfect score,0
I'm exasperated that I had to spend so much time studying,3
I'm anxious that I might fail the exam,4
I'm elated that I aced the hardest question on the test,1
I'm flabbergasted that I got the highest grade in the class,0
I'm agitated that the exam was more difficult than I anticipated,3
I'm disappointed that I missed a question I thought I knew,2
I'm grateful that I had extra time to review my answers,1
I'm uneasy that I might have misunderstood a key concept,4
I'm proud that I put in the effort to prepare for the exam,1
I'm shocked that the exam was easier than I expected,0
I'm annoyed that I made a careless mistake on the test,3
I'm despondent that I didn't pass the exam,2
I'm content that I did my best on the exam,1
I'm apprehensive that I didn't study the right material,4
I'm fearful that I won't be able to finish the exam on time,4
I'm thrilled that I received a perfect score on the exam,1
I'm amazed that I was able to solve a difficult problem on the test,0
I'm angry that the exam didn't cover the material I studied,3
I'm saddened that I didn't do as well on the exam as I hoped,2
I'm pleased that I was able to remember important details,1
I'm surprised that I did better on the exam than I thought I would,0
I'm frustrated that I didn't have enough time to answer all the questions,3
I'm disappointed that I didn't receive a higher grade on the exam,2
I'm relieved that the exam is over and I can relax,1
I'm worried that I didn't study enough for the exam,4
I'm ecstatic that I exceeded my expectations on the test,1
I'm stunned that I was able to solve a problem I never studied for,0
I'm annoyed that the exam was full of trick questions,3
I'm crestfallen that I failed the exam,2
I'm grateful that the exam covered topics I was comfortable with,1
I'm taken aback that I did better on the exam than my classmates,0
I'm agitated that the exam was too easy and didn't challenge me,3
I'm disheartened that I struggled with questions that I thought I knew,2
I'm thankful that I had access to helpful study materials,1
I'm uneasy that the exam focused heavily on material I wasn't familiar with,4
I'm overjoyed that I passed the exam with flying colors,1
I'm astounded that I finished the exam ahead of schedule,0
I'm irritated that the exam was poorly designed,3
I'm dejected that I didn't get the grade I needed,2
I'm satisfied that I was able to answer all the questions on the exam,1
I'm surprised that I found the exam easier than I thought I would,0
I'm frustrated that I missed a question that I knew the answer to,3
I'm saddened that I didn't pass the exam on my first try,2
I'm elated that I can move on to the next subject now that the exam is over,1
I'm concerned that I didn't study the right topics for the exam,4
I'm impressed that I was able to remember a difficult formula during the test,0
I'm annoyed that the exam didn't give me enough space to write my answers,3
I'm disappointed that I didn't get the grade I needed to pass the course,2
I'm content that I did well enough on the exam to pass,1
I'm shocked that I failed the exam even though I thought I did well,0
I'm angry that the exam covered material that wasn't in the syllabus,3
I'm disheartened that I studied so hard but still didn't pass,2
I'm pleased that I was able to apply what I learned during the exam,1
I'm apprehensive that I didn't study enough to pass the exam,4
I'm ecstatic that I got an A on the test,1
I'm impressed that I was able to solve a complex problem on the exam,0
I'm frustrated that I didn't understand a question on the test,3
I'm saddened that I didn't perform as well as I hoped on the exam,2
I'm grateful that I had a good night's sleep before the exam,1
I'm surprised that I received a higher grade on the exam than I expected,0
I'm irritated that the exam didn't give enough time to thoroughly answer each question,3
I'm disappointed that I didn't do as well on the exam as my peers,2
I'm relieved that I don't have to worry about the exam anymore,1
I'm nervous that I accidentally skipped a question on the exam,4
I'm elated that I passed the exam despite not feeling well,1
I'm astonished that I was able to recall a fact that I thought I had forgotten,0
I'm annoyed that the exam had multiple choice questions with more than one correct answer,3
I'm disheartened that I failed the exam by just a few points,2
I'm thankful that the exam didn't have any tricky questions,1
I'm worried that I misinterpreted a question on the exam,4
I'm overjoyed that I received the highest grade in the class on the exam,1
I'm amazed that I was able to complete the exam in half the time allotted,0
I'm frustrated that the exam covered material that wasn't emphasized in class,3
I'm saddened that I wasn't able to finish the exam due to unforeseen circumstances,2
I'm satisfied that I did my best on the exam given the circumstances,1
I'm surprised that the exam was easier than I thought it would be,0
I'm irritated that the exam had a question that was not covered in the study materials,3
I'm crestfallen that I didn't get a passing grade on the exam,2
I'm grateful that the exam covered exactly what I studied,1
I'm apprehensive that I didn't study enough of a particular topic for the exam,4
I'm ecstatic that I received a perfect score on the exam,1
I'm impressed that I was able to remember a key concept that was mentioned only once in class,0
I'm annoyed that the exam was timed and I didn't have enough time to double-check my answers,3
I'm saddened that I studied so hard for the exam and still didn't get the grade I wanted,2
I'm relieved that I passed the exam despite feeling overwhelmed during the test,1
I'm worried that I didn't read the instructions carefully enough on the exam,4
I'm overjoyed that I received a high enough grade on the exam to pass the class,1
I'm astonished that I was able to answer a question on the exam that I had no prior knowledge of,0
I'm frustrated that the exam had too many questions that were too difficult,3
I'm disheartened that I didn't do as well on the exam as I did on the practice tests,2
I'm thankful that the exam was fair and covered everything we learned in class,1
I'm surprised that I remembered a detail on the exam that I didn't even know was important,0
I'm irritated that the exam had a typo in one of the questions,3
I'm disappointed that I didn't receive the grade I needed to get into the program I wanted,2
I'm content that I passed the exam even though I didn't do as well as I wanted,1
I'm nervous that I didn't study enough to answer the essay questions on the exam,4
I'm elated that I aced the exam even though I struggled with the material,1
I'm astonished that I was able to solve a complex problem on the exam without any help,0
I'm annoyed that the exam had a question that was too easy and didn't challenge me,3
I'm upset that the exam didn't provide clear instructions for how to approach each question,3
I'm disappointed that I didn't receive the grade I needed to get into the program I wanted,2
I'm frustrated that I didn't have enough time to finish the exam,3
I'm relieved that I was able to answer the difficult questions,1
I'm worried that I might have misunderstood some of the questions,4
I'm ecstatic that I got an A on the exam,1
I'm annoyed that the exam didn't cover material that was on the study guide,3
I'm grateful that I had enough time to study before the exam,1
I'm concerned that I didn't get enough sleep the night before the exam,4
I'm proud of myself for getting a passing grade on the exam,1
